,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
517,Postgraduate,Alone,Has child,1 child,Leaky bucket,Young,Low income,Emerging customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
518,Postgraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
519,Postgraduate,In couple,No child,No child,High potential,Senior,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer
520,Postgraduate,Alone,Has child,2 children,Need attention,Mature,Low income,New customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
521,Postgraduate,Alone,No child,No child,High potential,Young,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
522,Postgraduate,In couple,No child,No child,Need attention,Young,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
523,Postgraduate,In couple,No child,No child,Stars,Mature,High income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
524,Postgraduate,In couple,Has child,1 child,Leaky bucket,Young,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
525,Postgraduate,In couple,Has child,1 child,Leaky bucket,Young,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
526,Postgraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
527,Postgraduate,In couple,No child,No child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
528,Postgraduate,Alone,No child,No child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
529,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
530,Undergraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low to medium income,Emerging customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
531,Postgraduate,Alone,Has child,1 child,High potential,Adult,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
532,Postgraduate,In couple,Has child,2 children,High potential,Adult,Medium to high income,New customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
533,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
534,Postgraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
535,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
536,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
537,Postgraduate,Alone,No child,No child,High potential,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
538,Undergraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Biggest consumer,Low consumer
539,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
540,Undergraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
541,Postgraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
542,Postgraduate,Alone,Has child,1 child,Leaky bucket,Young,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
543,Postgraduate,In couple,No child,No child,High potential,Adult,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Non consumer
544,Postgraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
545,Undergraduate,In couple,Has child,1 child,Need attention,Young,Low income,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
546,Postgraduate,Alone,No child,No child,High potential,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
547,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
548,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low income,New customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
549,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
550,Undergraduate,Alone,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
551,Postgraduate,Alone,Has child,1 child,Need attention,Young,Low income,New customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
552,Postgraduate,Alone,Has child,1 child,High potential,Adult,Medium to high income,New customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
553,Postgraduate,In couple,No child,No child,Leaky bucket,Mature,Low income,Emerging customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
554,Postgraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
555,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
556,Postgraduate,Alone,Has child,1 child,Stars,Adult,Medium to high income,Emerging customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
557,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
558,Undergraduate,In couple,No child,No child,Need attention,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
559,Postgraduate,In couple,Has child,1 child,Stars,Mature,High income,Emerging customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
560,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
561,Postgraduate,Alone,No child,No child,Stars,Adult,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
562,Postgraduate,In couple,Has child,1 child,High potential,Adult,High income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer
563,Undergraduate,In couple,Has child,1 child,High potential,Adult,Medium to high income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
564,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
565,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
566,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
567,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
568,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,Emerging customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
569,Postgraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low to medium income,Old customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
570,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
571,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
572,Undergraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
573,Postgraduate,In couple,Has child,1 child,High potential,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
574,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Non consumer
575,Postgraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Emerging customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
576,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
577,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low income,Discovering customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
578,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
579,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
580,Postgraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
581,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
582,Undergraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
583,Postgraduate,In couple,No child,No child,Leaky bucket,Mature,Low income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
584,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
