,Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster
859,25,Undergraduate,In couple,85710.0,1062,17.233333333333334,No child,No child,600,20,350,29,30,33,Stars
860,45,Postgraduate,In couple,23228.0,40,8.366666666666667,Has child,1 child,13,2,18,6,1,0,Need attention
861,45,Postgraduate,In couple,44602.0,292,7.7,Has child,2 children,167,2,89,0,0,34,Need attention
862,27,Postgraduate,In couple,7500.0,15,21.1,No child,No child,0,2,3,4,1,5,Leaky bucket
863,25,Undergraduate,In couple,38683.0,341,24.333333333333332,Has child,1 child,46,35,69,84,41,66,Leaky bucket
864,39,Undergraduate,Alone,49514.0,369,9.7,Has child,1 child,88,39,78,58,13,93,Need attention
865,41,Postgraduate,In couple,57906.0,401,16.0,Has child,1 child,243,11,119,10,3,15,Leaky bucket
866,48,Postgraduate,Alone,43456.0,393,18.566666666666666,Has child,1 child,275,11,68,25,7,7,Leaky bucket
867,28,Postgraduate,Alone,19485.0,10,12.5,Has child,2 children,6,0,4,0,0,0,Need attention
868,36,Postgraduate,In couple,53172.0,486,17.2,Has child,1 child,121,62,90,68,20,125,Leaky bucket
869,35,Postgraduate,In couple,30545.0,69,23.9,Has child,1 child,4,12,15,19,7,12,Leaky bucket
870,31,Postgraduate,In couple,70123.0,1727,12.366666666666667,No child,No child,1308,0,396,23,0,0,High potential
871,55,Postgraduate,Alone,62450.0,995,9.033333333333333,Has child,1 child,515,47,267,62,66,38,High potential
872,38,Postgraduate,In couple,21675.0,45,3.8333333333333335,Has child,1 child,4,0,16,17,4,4,Need attention
873,33,Undergraduate,Alone,42395.0,182,6.1,Has child,2 children,48,13,57,24,15,25,Need attention
874,36,Postgraduate,In couple,61346.0,989,12.1,Has child,1 child,562,58,168,43,16,142,High potential
875,61,Postgraduate,In couple,80812.0,1677,12.733333333333333,No child,No child,769,22,500,210,143,33,High potential
876,43,Postgraduate,Alone,42835.0,595,15.366666666666667,Has child,2 children,379,4,93,12,9,98,Leaky bucket
877,31,Postgraduate,In couple,39922.0,156,19.9,Has child,1 child,29,12,59,19,1,36,Leaky bucket
878,58,Postgraduate,Alone,86424.0,1226,6.066666666666666,No child,No child,387,68,569,89,45,68,High potential
879,36,Undergraduate,In couple,17117.0,128,20.833333333333332,Has child,1 child,12,23,38,30,18,7,Leaky bucket
880,42,Postgraduate,Alone,24762.0,86,7.866666666666666,Has child,1 child,6,10,12,3,15,40,Need attention
881,39,Postgraduate,In couple,35797.0,68,23.933333333333334,Has child,1 child,27,1,14,4,1,21,Leaky bucket
882,39,Postgraduate,Alone,36627.0,16,14.6,Has child,2 children,9,1,5,0,0,1,Need attention
883,33,Undergraduate,In couple,51111.0,55,3.566666666666667,Has child,2 children,22,0,19,6,5,3,Need attention
884,42,Postgraduate,Alone,86857.0,2114,25.066666666666666,No child,No child,899,102,838,133,102,40,Stars
885,44,Postgraduate,In couple,82072.0,2018,15.3,No child,No child,889,55,685,168,92,129,Stars
886,61,Postgraduate,Alone,46231.0,263,22.566666666666666,Has child,3 children,189,2,55,0,5,12,Leaky bucket
887,55,Postgraduate,In couple,42243.0,55,9.9,Has child,2 children,48,0,2,0,0,5,Need attention
888,52,Postgraduate,In couple,51195.0,564,18.366666666666667,Has child,2 children,230,14,156,82,24,58,Leaky bucket
889,36,Postgraduate,Alone,68092.0,1281,9.733333333333333,No child,No child,852,60,207,78,36,48,High potential
890,41,Postgraduate,In couple,31814.0,83,20.066666666666666,Has child,1 child,35,3,20,4,1,20,Leaky bucket
891,49,Postgraduate,Alone,51390.0,353,25.2,Has child,2 children,205,20,47,23,2,56,Leaky bucket
892,31,Postgraduate,In couple,76630.0,1003,8.766666666666667,No child,No child,255,31,446,40,56,175,High potential
893,23,Undergraduate,Alone,26868.0,14,5.233333333333333,Has child,1 child,0,0,1,8,3,2,Need attention
894,71,Postgraduate,Alone,48948.0,902,20.333333333333332,No child,No child,437,8,206,160,49,42,Stars
895,42,Postgraduate,Alone,55260.0,1139,22.033333333333335,Has child,1 child,825,8,53,11,0,242,Stars
896,58,Postgraduate,In couple,64090.0,797,14.1,Has child,1 child,316,58,161,76,51,135,High potential
897,56,Postgraduate,Alone,78331.0,1638,8.466666666666667,Has child,1 child,756,138,354,160,169,61,High potential
898,40,Postgraduate,In couple,37087.0,401,13.966666666666667,Has child,1 child,194,55,134,15,0,3,Need attention
899,28,Postgraduate,Alone,21846.0,84,11.566666666666666,Has child,1 child,7,17,18,6,10,26,Need attention
900,56,Postgraduate,In couple,81320.0,928,20.166666666666668,No child,No child,183,33,493,59,103,57,Stars
901,44,Postgraduate,Alone,54137.0,203,13.8,Has child,1 child,171,0,11,0,1,20,Need attention
902,47,Postgraduate,In couple,66825.0,858,14.9,No child,No child,243,101,405,29,40,40,High potential
903,41,Postgraduate,In couple,57100.0,409,10.133333333333333,No child,No child,181,21,69,39,3,96,Need attention
904,45,Postgraduate,In couple,58917.0,282,18.633333333333333,Has child,3 children,151,7,89,0,7,28,Leaky bucket
905,37,Postgraduate,Alone,85072.0,1423,5.933333333333334,No child,No child,494,92,391,194,11,241,High potential
906,53,Postgraduate,Alone,86429.0,1449,10.566666666666666,No child,No child,464,28,873,29,18,37,High potential
907,43,Postgraduate,Alone,45684.0,28,10.2,Has child,1 child,5,1,5,10,0,7,Need attention
908,40,Postgraduate,In couple,47889.0,67,9.1,Has child,1 child,29,0,29,0,5,4,Need attention
909,28,Postgraduate,In couple,45921.0,199,6.933333333333334,No child,No child,102,9,49,24,3,12,Need attention
910,48,Postgraduate,Alone,78420.0,1453,15.4,No child,No child,604,28,674,91,28,28,Stars
911,22,Postgraduate,In couple,75114.0,1253,11.033333333333333,No child,No child,571,12,523,63,60,24,High potential
912,51,Postgraduate,Alone,52278.0,1198,20.566666666666666,Has child,1 child,953,0,71,0,0,174,Stars
913,42,Postgraduate,In couple,35641.0,178,14.9,Has child,1 child,63,3,67,8,9,28,Leaky bucket
914,20,Postgraduate,Alone,95529.0,1990,22.333333333333332,No child,No child,770,29,890,250,27,24,Stars
915,60,Postgraduate,In couple,62820.0,976,17.033333333333335,No child,No child,398,61,265,138,61,53,Stars
916,54,Postgraduate,In couple,73113.0,1001,9.4,No child,No child,741,19,154,50,9,28,High potential
917,32,Postgraduate,In couple,84169.0,1919,14.1,No child,No child,1478,19,403,0,19,0,High potential
918,60,Undergraduate,Alone,42607.0,350,10.7,Has child,1 child,156,29,56,30,32,47,Need attention
919,60,Postgraduate,Alone,74637.0,1650,16.8,No child,No child,960,64,464,146,0,16,Stars
920,59,Postgraduate,In couple,46015.0,46,5.8,Has child,2 children,38,0,2,0,0,6,Need attention
921,21,Postgraduate,Alone,72354.0,1228,17.833333333333332,No child,No child,315,26,473,220,12,182,Stars
922,45,Postgraduate,Alone,39858.0,95,20.6,Has child,1 child,15,20,25,2,7,26,Leaky bucket
923,66,Postgraduate,In couple,34469.0,62,5.1,Has child,2 children,19,6,20,0,5,12,Need attention
924,28,Postgraduate,In couple,83033.0,1761,4.633333333333334,Has child,1 child,812,99,431,237,149,33,High potential
925,35,Postgraduate,In couple,24401.0,467,25.466666666666665,No child,No child,73,28,217,10,24,115,Leaky bucket
926,36,Postgraduate,In couple,77583.0,1149,7.866666666666666,No child,No child,372,23,384,250,12,108,High potential
927,32,Undergraduate,Alone,74116.0,2052,9.266666666666667,No child,No child,871,111,704,145,55,166,High potential
928,21,Postgraduate,Alone,74293.0,1127,5.1,No child,No child,375,152,335,93,91,81,High potential
929,38,Postgraduate,In couple,68397.0,1416,10.7,Has child,1 child,760,80,466,17,13,80,High potential
930,40,Postgraduate,In couple,79632.0,1113,5.966666666666667,No child,No child,471,0,510,99,21,12,High potential
931,25,Postgraduate,Alone,46107.0,125,7.866666666666666,Has child,1 child,31,9,27,16,9,33,Need attention
932,63,Postgraduate,Alone,64950.0,966,26.1,Has child,1 child,819,0,72,12,0,63,Stars
933,25,Undergraduate,In couple,25443.0,32,21.7,Has child,1 child,1,4,3,8,9,7,Leaky bucket
934,62,Postgraduate,Alone,75127.0,833,4.5,No child,No child,203,35,305,46,17,227,High potential
935,43,Postgraduate,In couple,32892.0,46,4.4,Has child,1 child,26,0,15,2,1,2,Need attention
936,43,Postgraduate,In couple,71796.0,960,11.5,No child,No child,354,21,311,167,75,32,High potential
937,44,Postgraduate,In couple,67536.0,1829,16.666666666666668,Has child,1 child,1253,0,447,23,71,35,Stars
938,43,Postgraduate,Alone,55239.0,779,14.9,Has child,1 child,371,17,238,23,24,106,High potential
939,39,Postgraduate,Alone,60554.0,811,14.033333333333333,Has child,1 child,588,7,76,110,15,15,High potential
940,62,Undergraduate,Alone,64831.0,1120,16.033333333333335,Has child,2 children,480,86,249,75,86,144,Stars
941,52,Postgraduate,In couple,56067.0,725,14.7,Has child,1 child,517,12,54,16,6,120,High potential
942,31,Postgraduate,Alone,82025.0,1187,16.466666666666665,No child,No child,267,98,606,48,70,98,Stars
943,61,Postgraduate,In couple,94384.0,2302,19.3,No child,No child,1111,24,790,160,45,172,Stars
944,28,Undergraduate,Alone,14906.0,66,21.7,No child,No child,7,7,14,7,16,15,Leaky bucket
945,27,Postgraduate,In couple,51563.0,1250,24.433333333333334,No child,No child,1166,0,48,0,0,36,Stars
946,32,Undergraduate,In couple,57937.0,683,7.666666666666667,Has child,1 child,261,42,144,55,48,133,High potential
947,35,Postgraduate,Alone,68274.0,305,12.3,Has child,2 children,135,25,51,23,25,46,High potential
948,37,Postgraduate,In couple,39771.0,50,10.066666666666666,Has child,1 child,6,2,18,2,8,14,Need attention
949,39,Undergraduate,Alone,67893.0,995,24.433333333333334,Has child,1 child,711,28,142,49,18,47,Stars
950,35,Postgraduate,In couple,27922.0,41,4.9,Has child,1 child,11,0,13,2,4,11,Need attention
951,38,Postgraduate,In couple,52190.0,77,4.966666666666667,Has child,2 children,42,0,17,0,0,18,Need attention
952,41,Postgraduate,Alone,44051.0,171,20.433333333333334,Has child,2 children,79,7,58,6,3,18,Leaky bucket
953,43,Postgraduate,Alone,42767.0,131,17.033333333333335,Has child,2 children,20,6,43,19,5,38,Leaky bucket
954,38,Postgraduate,In couple,46106.0,54,4.866666666666666,Has child,2 children,30,0,8,2,0,14,Need attention
955,38,Postgraduate,In couple,16927.0,53,20.033333333333335,Has child,2 children,20,2,23,3,1,4,Leaky bucket
956,49,Postgraduate,In couple,59754.0,475,22.4,Has child,1 child,115,27,44,4,146,139,Stars
957,62,Postgraduate,Alone,53700.0,694,25.933333333333334,Has child,1 child,263,5,233,69,41,83,Stars
958,41,Postgraduate,In couple,59041.0,96,5.0,Has child,2 children,69,2,15,2,2,6,Need attention
959,57,Postgraduate,Alone,54237.0,361,17.5,Has child,1 child,267,3,30,4,0,57,Leaky bucket
960,47,Postgraduate,Alone,70647.0,1079,24.766666666666666,Has child,1 child,561,85,171,25,123,114,Stars
961,52,Postgraduate,Alone,52597.0,578,5.0,Has child,1 child,492,0,37,7,0,42,Need attention
962,45,Postgraduate,In couple,41021.0,64,21.433333333333334,Has child,1 child,14,7,9,6,16,12,Leaky bucket
963,39,Postgraduate,In couple,40233.0,149,11.833333333333334,Has child,1 child,80,4,46,0,17,2,Need attention
964,34,Postgraduate,In couple,50183.0,231,3.3666666666666667,Has child,2 children,97,12,84,13,10,15,Need attention
965,55,Postgraduate,In couple,54753.0,728,12.9,Has child,1 child,197,107,227,7,59,131,High potential
966,41,Postgraduate,In couple,92955.0,1778,13.7,No child,No child,693,21,925,31,24,84,High potential
967,41,Postgraduate,In couple,33471.0,93,24.066666666666666,Has child,1 child,43,2,27,0,9,12,Leaky bucket
968,40,Postgraduate,In couple,34596.0,23,17.966666666666665,Has child,1 child,14,0,2,0,0,7,Leaky bucket
969,34,Postgraduate,In couple,44010.0,662,24.033333333333335,Has child,1 child,186,36,234,86,72,48,Leaky bucket
970,26,Postgraduate,In couple,84219.0,1198,8.133333333333333,No child,No child,434,137,400,45,137,45,High potential
971,46,Postgraduate,In couple,40706.0,81,20.833333333333332,Has child,3 children,59,0,11,4,2,5,Leaky bucket
972,26,Undergraduate,In couple,15716.0,92,23.033333333333335,Has child,1 child,16,5,30,8,7,26,Leaky bucket
973,55,Undergraduate,Alone,59052.0,491,10.7,Has child,1 child,230,35,75,63,57,31,High potential
974,43,Postgraduate,In couple,80573.0,1564,24.0,No child,No child,829,138,430,60,92,15,Stars
975,52,Postgraduate,In couple,83715.0,926,8.1,No child,No child,318,8,407,150,35,8,High potential
976,55,Postgraduate,In couple,82576.0,1910,26.466666666666665,No child,No child,1206,55,445,168,18,18,Stars
977,49,Postgraduate,In couple,56962.0,411,11.933333333333334,Has child,3 children,292,3,77,10,3,26,Need attention
978,62,Postgraduate,In couple,35704.0,94,9.133333333333333,Has child,2 children,30,9,12,2,11,30,Need attention
979,60,Postgraduate,In couple,53103.0,1085,12.9,Has child,1 child,729,17,133,11,0,195,High potential
980,54,Undergraduate,Alone,46779.0,23,14.966666666666667,Has child,2 children,12,1,3,0,0,7,Need attention
981,49,Postgraduate,Alone,4861.0,6,3.466666666666667,No child,No child,2,1,1,1,0,1,Need attention
982,35,Postgraduate,Alone,33462.0,54,14.1,Has child,1 child,22,3,18,0,0,11,Need attention
983,36,Postgraduate,Alone,63693.0,1150,11.833333333333334,Has child,1 child,587,43,337,42,87,54,High potential
984,64,Postgraduate,In couple,80763.0,1415,13.833333333333334,No child,No child,674,168,108,192,42,231,High potential
985,40,Postgraduate,In couple,65352.0,405,13.633333333333333,Has child,1 child,284,3,84,4,7,23,High potential
986,36,Postgraduate,In couple,82170.0,1908,10.433333333333334,No child,No child,1023,93,651,49,55,37,High potential
987,45,Postgraduate,In couple,75759.0,2486,11.466666666666667,No child,No child,1394,22,708,89,91,182,High potential
988,38,Undergraduate,Alone,79689.0,1315,17.0,No child,No child,311,26,640,180,37,121,Stars
989,58,Postgraduate,Alone,35340.0,45,3.2333333333333334,Has child,2 children,27,0,12,0,1,5,Need attention
990,60,Postgraduate,Alone,85683.0,1789,6.566666666666666,No child,No child,1296,17,311,45,69,51,High potential
991,42,Undergraduate,In couple,24884.0,19,22.466666666666665,Has child,1 child,3,6,7,0,0,3,Leaky bucket
992,33,Postgraduate,In couple,42021.0,573,25.466666666666665,Has child,1 child,393,5,136,7,5,27,Leaky bucket
993,25,Postgraduate,Alone,64449.0,805,7.6,Has child,1 child,218,63,282,137,35,70,High potential
994,60,Postgraduate,Alone,64587.0,108,3.466666666666667,Has child,2 children,66,0,16,0,6,20,Need attention
995,19,Postgraduate,Alone,34824.0,23,6.4,No child,No child,4,2,11,2,0,4,Need attention
996,36,Postgraduate,In couple,75437.0,1493,10.966666666666667,No child,No child,795,0,545,95,58,0,High potential
997,57,Postgraduate,In couple,26091.0,89,7.366666666666666,Has child,2 children,15,10,19,8,17,20,Need attention
998,41,Postgraduate,In couple,52845.0,936,13.9,Has child,1 child,384,25,292,130,41,64,High potential
999,58,Postgraduate,Alone,46086.0,343,11.166666666666666,Has child,1 child,244,8,32,7,2,50,Need attention
1000,58,Postgraduate,Alone,78028.0,528,25.133333333333333,Has child,1 child,158,19,288,25,0,38,Stars
1001,27,Postgraduate,Alone,95169.0,1901,12.0,No child,No child,1285,21,449,106,20,20,High potential
1002,33,Undergraduate,In couple,56337.0,724,18.533333333333335,Has child,2 children,349,16,144,28,5,182,Stars
1003,27,Postgraduate,In couple,22434.0,58,19.933333333333334,Has child,1 child,4,12,11,3,13,15,Leaky bucket
1004,60,Postgraduate,In couple,36930.0,297,16.833333333333332,Has child,1 child,223,2,31,0,2,39,Leaky bucket
1005,60,Postgraduate,Alone,36130.0,488,20.3,Has child,1 child,157,43,127,68,56,37,Leaky bucket
1006,61,Postgraduate,In couple,65569.0,859,23.266666666666666,Has child,1 child,397,46,288,20,38,70,Stars
1007,62,Postgraduate,In couple,83844.0,1574,17.0,No child,No child,901,31,345,75,31,191,Stars
1008,46,Postgraduate,In couple,19514.0,69,8.366666666666667,Has child,2 children,14,3,21,2,1,28,Need attention
1009,51,Postgraduate,Alone,36736.0,17,17.066666666666666,Has child,2 children,10,0,3,0,0,4,Leaky bucket
1010,35,Postgraduate,In couple,77568.0,2194,25.666666666666668,Has child,1 child,1230,0,396,232,178,158,Stars
1011,38,Postgraduate,In couple,49187.0,116,8.866666666666667,Has child,1 child,81,1,31,2,1,0,Need attention
1012,36,Postgraduate,Alone,30168.0,279,19.2,Has child,1 child,154,20,66,0,12,27,Leaky bucket
1013,46,Postgraduate,In couple,34053.0,103,25.133333333333333,Has child,1 child,63,0,21,7,0,12,Leaky bucket
1014,43,Postgraduate,In couple,38196.0,44,5.633333333333334,Has child,2 children,30,0,11,0,0,3,Need attention
1015,63,Postgraduate,In couple,59412.0,406,5.6,No child,No child,90,67,165,30,43,11,High potential
1016,49,Undergraduate,In couple,70924.0,1363,6.0,No child,No child,635,114,254,132,152,76,High potential
1017,45,Postgraduate,In couple,54165.0,236,16.466666666666665,No child,No child,127,4,73,15,6,11,Leaky bucket
1018,41,Postgraduate,In couple,32300.0,39,21.3,Has child,1 child,13,3,6,6,5,6,Leaky bucket
1019,38,Postgraduate,Alone,20180.0,137,19.7,No child,No child,18,42,24,15,20,18,Leaky bucket
1020,41,Postgraduate,In couple,34961.0,79,3.566666666666667,Has child,1 child,45,2,26,4,1,1,Need attention
1021,40,Postgraduate,In couple,28440.0,63,15.133333333333333,Has child,1 child,38,1,24,0,0,0,Leaky bucket
1022,61,Postgraduate,In couple,64504.0,1314,19.3,Has child,3 children,986,36,168,16,0,108,Stars
1023,48,Postgraduate,In couple,33564.0,71,3.4,Has child,1 child,61,0,3,0,0,7,Need attention
1024,36,Postgraduate,In couple,17345.0,58,23.333333333333332,Has child,1 child,4,9,16,17,0,12,Leaky bucket
1025,47,Postgraduate,In couple,56320.0,702,18.133333333333333,Has child,1 child,201,53,172,116,77,83,Stars
1026,36,Postgraduate,Alone,28647.0,94,13.633333333333333,Has child,1 child,19,8,29,0,12,26,Need attention
1027,27,Undergraduate,Alone,15038.0,80,20.433333333333334,Has child,1 child,4,8,11,19,12,26,Leaky bucket
1028,56,Postgraduate,Alone,32173.0,22,14.3,Has child,1 child,18,0,2,0,0,2,Need attention
1029,50,Undergraduate,In couple,68316.0,1211,23.3,Has child,1 child,806,80,161,120,11,33,Stars
1030,43,Postgraduate,In couple,74538.0,1461,15.4,No child,No child,380,98,733,110,112,28,Stars
1031,43,Postgraduate,Alone,91700.0,1968,20.833333333333332,No child,No child,576,172,961,125,115,19,Stars
1032,45,Postgraduate,In couple,68695.0,1091,3.3666666666666667,No child,No child,458,81,356,106,50,40,High potential
